name,url
Pizza Plus,https://www.wongnai.com/restaurants/161157Cg-pizza-plus-%E0%B8%94%E0%B8%AD%E0%B8%A2%E0%B8%AA%E0%B8%B0%E0%B9%80%E0%B8%81%E0%B9%87%E0%B8%94
Bar Cha - Matcha and Bakery バーチャ,https://www.wongnai.com/restaurants/1550489mx-bar-cha-matcha-and-bakery-%E3%83%90%E3%83%BC%E3%83%81%E3%83%A3
CarrotCoffee,https://www.wongnai.com/restaurants/1282920sL-carrotcoffee
Fernpresso Cafe,https://www.wongnai.com/restaurants/257098ap-fernpresso-cafe-%E0%B9%83%E0%B8%81%E0%B8%A5%E0%B9%89%E0%B8%AA%E0%B8%99%E0%B8%B2%E0%B8%A1%E0%B8%9A%E0%B8%B4%E0%B8%99%E0%B9%80%E0%B8%8A%E0%B8%B5%E0%B8%A2%E0%B8%87%E0%B9%83%E0%B8%AB%E0%B8%A1%E0%B9%88
The Ironwood,https://www.wongnai.com/restaurants/265580uZ-the-ironwood
Natwat Home Cafe',https://www.wongnai.com/restaurants/16706vQ-natwat-home-cafe
"Rilak Cafe""",https://www.wongnai.com/restaurants/1082685jC-rilak-cafe
Tasty Herb,https://www.wongnai.com/restaurants/824783tw-tasty-herb
Blast Smoothies บลาสต์ สมูทตี้,https://www.wongnai.com/restaurants/1641015Hp-blast-smoothies-%E0%B8%9A%E0%B8%A5%E0%B8%B2%E0%B8%AA%E0%B8%95%E0%B9%8C-%E0%B8%AA%E0%B8%A1%E0%B8%B9%E0%B8%97%E0%B8%95%E0%B8%B5%E0%B9%89-nimman
จิบกาแฟ&แลธรรมฯ เครื่องสำรอง แดนเทวดา,https://www.wongnai.com/restaurants/639722fd-%E0%B8%88%E0%B8%B4%E0%B8%9A%E0%B8%81%E0%B8%B2%E0%B9%81%E0%B8%9F-%E0%B9%81%E0%B8%A5%E0%B8%98%E0%B8%A3%E0%B8%A3%E0%B8%A1%E0%B8%AF-%E0%B9%80%E0%B8%84%E0%B8%A3%E0%B8%B7%E0%B9%88%E0%B8%AD%E0%B8%87%E0%B8%AA%E0%B8%B3%E0%B8%A3%E0%B8%AD%E0%B8%87
Charm Bakery,https://www.wongnai.com/restaurants/586587JU-charm-bakery-hq
Once in a Blue Moon Cafe & Hostel,https://www.wongnai.com/restaurants/425269zh-once-in-a-blue-moon-cafe-hostel
8 days a week .,https://www.wongnai.com/restaurants/138297Jq-8-days-a-week
Krisp Cafe,https://www.wongnai.com/restaurants/732013jW-krisp-cafe-%E0%B9%80%E0%B8%8A%E0%B8%B5%E0%B8%A2%E0%B8%87%E0%B9%83%E0%B8%AB%E0%B8%A1%E0%B9%88
BOB Coffee-บ็อบ,https://www.wongnai.com/restaurants/1750055Kf-bob-coffee-%E0%B8%9A%E0%B9%87%E0%B8%AD%E0%B8%9A
A DAY IN CHIANG MAI COFFEE BREW,https://www.wongnai.com/restaurants/adayinchiangmaicoffee
1's Kitchen Journey,https://www.wongnai.com/restaurants/1148972Uq-1-s-kitchen-journey
WELLA DA CAFE',https://www.wongnai.com/restaurants/707976rG-wella-da-cafe-wella-da-cafe
แก้วกาแฟ,https://www.wongnai.com/restaurants/177814Zs-%E0%B9%81%E0%B8%81%E0%B9%89%E0%B8%A7%E0%B8%81%E0%B8%B2%E0%B9%81%E0%B8%9F
GRAPH,https://www.wongnai.com/restaurants/486988Va-graph-ground
The Barn : Eatery Design,https://www.wongnai.com/restaurants/144695xk-the-barn-eatery-design
Hannah • Hahn,https://www.wongnai.com/restaurants/2045072IE-hannah-hahn
Kan Vela Crafted Chocolate,https://www.wongnai.com/restaurants/676697on-kan-vela-crafted-chocolate
Chic 39,https://www.wongnai.com/restaurants/199845KL-chic-39
THE STORY 106,https://www.wongnai.com/restaurants/1499871ZE-the-story-106
Ging Grai - กิ่งไกร เชียงใหม่,https://www.wongnai.com/restaurants/994450io-ging-grai-%E0%B8%81%E0%B8%B4%E0%B9%88%E0%B8%87%E0%B9%84%E0%B8%81%E0%B8%A3-%E0%B9%80%E0%B8%8A%E0%B8%B5%E0%B8%A2%E0%B8%87%E0%B9%83%E0%B8%AB%E0%B8%A1%E0%B9%88
All About Coffee,https://www.wongnai.com/restaurants/687548WT-all-about-coffee-%E0%B9%80%E0%B8%8A%E0%B8%B5%E0%B8%A2%E0%B8%87%E0%B9%83%E0%B8%AB%E0%B8%A1%E0%B9%88
Sukhum Craft スクンクラフト,https://www.wongnai.com/restaurants/459432sU-sukhum-craft-%E3%82%B9%E3%82%AF%E3%83%B3%E3%82%AF%E3%83%A9%E3%83%95%E3%83%88-%E0%B8%AB%E0%B8%B2%E0%B8%87%E0%B8%94%E0%B8%87
พาสต้าอาม่า,https://www.wongnai.com/restaurants/2063150WJ-%E0%B8%9E%E0%B8%B2%E0%B8%AA%E0%B8%95%E0%B9%89%E0%B8%B2%E0%B8%AD%E0%B8%B2%E0%B8%A1%E0%B9%88%E0%B8%B2-%E0%B9%80%E0%B8%8A%E0%B8%B5%E0%B8%A2%E0%B8%87%E0%B9%83%E0%B8%AB%E0%B8%A1%E0%B9%88
Chez Nous in town,https://www.wongnai.com/restaurants/981935GU-chez-nous-in-town-morespace
Rosie.cnx,https://www.wongnai.com/restaurants/571778xX-rosie-cnx
The Volcano,https://www.wongnai.com/restaurants/130580lE-the-volcano-%E0%B8%AB%E0%B8%A5%E0%B8%B1%E0%B8%87-%E0%B8%A1%E0%B8%8A
ชมนกชมไม้,https://www.wongnai.com/restaurants/chom-nok-chom-mai
Gateway Coffee Roasters,https://www.wongnai.com/restaurants/310236AG-gateway-coffee-roasters
Anda Peka อันดาเภกา,https://www.wongnai.com/restaurants/602887GS-anda-peka-%E0%B8%AD%E0%B8%B1%E0%B8%99%E0%B8%94%E0%B8%B2%E0%B9%80%E0%B8%A0%E0%B8%81%E0%B8%B2-%E0%B8%AA%E0%B8%B1%E0%B8%99%E0%B8%9B%E0%B9%88%E0%B8%B2%E0%B8%95%E0%B8%AD%E0%B8%87-%E0%B8%9A%E0%B9%89%E0%B8%B2%E0%B8%99%E0%B8%81%E0%B8%A5%E0%B8%B2%E0%B8%87
Flips&Flips Home Made Donuts,https://www.wongnai.com/restaurants/flips-flips-home-made-donuts
Toastally U ขนมปังพรีเมียม プレミアムパンเนื้อนุ่มสไตล์ญี่ปุ่น,https://www.wongnai.com/restaurants/1553379cJ-toastally-u-%E0%B8%82%E0%B8%99%E0%B8%A1%E0%B8%9B%E0%B8%B1%E0%B8%87%E0%B8%9E%E0%B8%A3%E0%B8%B5%E0%B9%80%E0%B8%A1%E0%B8%B5%E0%B8%A2%E0%B8%A1-%E3%83%97%E3%83%AC%E3%83%9F%E3%82%A2%E3%83%A0%E3%83%91%E3%83%B3%E0%B9%80%E0%B8%99%E0%B8%B7%E0%B9%89%E0%B8%AD%E0%B8%99%E0%B8%B8%E0%B9%88%E0%B8%A1%E0%B8%AA%E0%B9%84%E0%B8%95%E0%B8%A5%E0%B9%8C%E0%B8%8D%E0%B8%B5%E0%B9%88%E0%B8%9B%E0%B8%B8%E0%B9%88%E0%B8%99-%E0%B8%88%E0%B8%A3%E0%B8%B4%E0%B8%87%E0%B9%83%E0%B8%88%E0%B8%A7%E0%B8%B4%E0%B8%A5%E0%B9%80%E0%B8%A5%E0%B8%88
Kafer house,https://www.wongnai.com/restaurants/203808Re-kafer-house
The House by Ginger,https://www.wongnai.com/restaurants/13472nM-the-house-by-ginger
Brewginning,https://www.wongnai.com/restaurants/429086aM-brewginning
บ้านพายจริณ BAAN PIE CHARIN Cafe & Bistro,https://www.wongnai.com/restaurants/391642Zj-%E0%B8%9A%E0%B9%89%E0%B8%B2%E0%B8%99%E0%B8%9E%E0%B8%B2%E0%B8%A2%E0%B8%88%E0%B8%A3%E0%B8%B4%E0%B8%93-baan-pie-charin-cafe-bistro-%E0%B8%9E%E0%B8%A3%E0%B8%B0%E0%B8%98%E0%B8%B2%E0%B8%95%E0%B8%B8%E0%B8%94%E0%B8%AD%E0%B8%A2%E0%B8%84%E0%B8%B3
EVERGREEN CAFE & HOTEL,https://www.wongnai.com/restaurants/539733ya-evergreen-cafe-hotel-suandok
เพาะรัก Poh RAK CAFE' 24 Hour,https://www.wongnai.com/restaurants/355620EJ-%E0%B9%80%E0%B8%9E%E0%B8%B2%E0%B8%B0%E0%B8%A3%E0%B8%B1%E0%B8%81-poh-rak-cafe-24-hour
Atlantis Valley,https://www.wongnai.com/restaurants/1413375oQ-atlantis-valley
Pakamon Factory,https://www.wongnai.com/restaurants/pakamon-factory
Grace the find bakery,https://www.wongnai.com/restaurants/406915Eh-grace-the-find-bakery
LykeandLia,https://www.wongnai.com/restaurants/1144290rQ-lykeandlia
TOAST IT,https://www.wongnai.com/restaurants/246018qB-toast-it
Carp Cafe',https://www.wongnai.com/restaurants/341711wu-carp-cafe
Ausaa,https://www.wongnai.com/restaurants/287625jz-ausaa
nuan cafe & bistro,https://www.wongnai.com/restaurants/336371VQ-nuan-cafe-bistro
Nana Bakery,https://www.wongnai.com/restaurants/322984oM-nana-bakery-89-%E0%B8%9E%E0%B8%A5%E0%B8%B2%E0%B8%8B%E0%B9%88%E0%B8%B2
กาแฟไปยาลใหญ่,https://www.wongnai.com/restaurants/35752Xm-%E0%B8%81%E0%B8%B2%E0%B9%81%E0%B8%9F%E0%B9%84%E0%B8%9B%E0%B8%A2%E0%B8%B2%E0%B8%A5%E0%B9%83%E0%B8%AB%E0%B8%8D%E0%B9%88
The Giant Chiang Mai Thailand,https://www.wongnai.com/restaurants/152078WR-the-giant-chiang-mai-thailand
GRAPH CAFE กลางเวียง-เมืองเก่า(คูเมืองชั้นใน),https://www.wongnai.com/restaurants/158588Dn-graph-cafe
Per La Mer Cafe,https://www.wongnai.com/restaurants/1375072nH-per-la-mer-cafe
Komegura,https://www.wongnai.com/restaurants/1354123so-komegura
ต้องตา & ตะวัน เบเกอรี่,https://www.wongnai.com/restaurants/35689Vv-%E0%B8%95%E0%B9%89%E0%B8%AD%E0%B8%87%E0%B8%95%E0%B8%B2-%E0%B8%95%E0%B8%B0%E0%B8%A7%E0%B8%B1%E0%B8%99-%E0%B9%80%E0%B8%9A%E0%B9%80%E0%B8%81%E0%B8%AD%E0%B8%A3%E0%B8%B5%E0%B9%88
Match.Match By (Matchapen),https://www.wongnai.com/restaurants/956913UN-match-match-by-matchapen-%E0%B8%99%E0%B8%B4%E0%B8%A1%E0%B8%A1%E0%B8%B2%E0%B8%99
L’opera French Bakery,https://www.wongnai.com/restaurants/185663Ns-l-opera-french-bakery
DoctorGen_Y BakeRoom,https://www.wongnai.com/restaurants/230699dM-doctorgen-y-bakeroom-ruamchok-mall
Myth Oven,https://www.wongnai.com/restaurants/1197978pp-myth-oven
Chiang Mai Rice Life,https://www.wongnai.com/restaurants/185928hD-chiang-mai-rice-life
Rich Coffee House,https://www.wongnai.com/restaurants/35629yT-rich-coffee-house
บ้านสวนกาแฟ,https://www.wongnai.com/restaurants/16925Mp-%E0%B8%9A%E0%B9%89%E0%B8%B2%E0%B8%99%E0%B8%AA%E0%B8%A7%E0%B8%99%E0%B8%81%E0%B8%B2%E0%B9%81%E0%B8%9F
PAPA'S GARDEN,https://www.wongnai.com/restaurants/190037wB-papa-s-garden-doisaket-chiangmai
OHU bakery,https://www.wongnai.com/restaurants/929759WB-ohu-bakery
Brightz กาแฟน่าน,https://www.wongnai.com/restaurants/812292sL-brightz-%E0%B8%81%E0%B8%B2%E0%B9%81%E0%B8%9F%E0%B8%99%E0%B9%88%E0%B8%B2%E0%B8%99
กาแฟสดสังคม คณะสังคมศาสตร์,https://www.wongnai.com/restaurants/139423Ra-%E0%B8%81%E0%B8%B2%E0%B9%81%E0%B8%9F%E0%B8%AA%E0%B8%94%E0%B8%AA%E0%B8%B1%E0%B8%87%E0%B8%84%E0%B8%A1-%E0%B8%84%E0%B8%93%E0%B8%B0%E0%B8%AA%E0%B8%B1%E0%B8%87%E0%B8%84%E0%B8%A1%E0%B8%A8%E0%B8%B2%E0%B8%AA%E0%B8%95%E0%B8%A3%E0%B9%8C-%E0%B8%84%E0%B8%93%E0%B8%B0%E0%B8%AA%E0%B8%B1%E0%B8%87%E0%B8%84%E0%B8%A1%E0%B8%A8%E0%B8%B2%E0%B8%AA%E0%B8%95%E0%B8%A3%E0%B9%8C
Sparkle Coff Bake,https://www.wongnai.com/restaurants/584077ms-sparkle-coff-bake-%E0%B8%97%E0%B9%88%E0%B8%B2%E0%B9%81%E0%B8%9E
Inbox Coffee Bar,https://www.wongnai.com/restaurants/131446PE-inbox-coffee-bar
Nine One Coffee,https://www.wongnai.com/restaurants/201564yH-nine-one-coffee
เค้กคุณจุ๊,https://www.wongnai.com/restaurants/56645lA-%E0%B9%80%E0%B8%84%E0%B9%89%E0%B8%81%E0%B8%84%E0%B8%B8%E0%B8%93%E0%B8%88%E0%B8%B8%E0%B9%8A
แดงเบเกอรี่,https://www.wongnai.com/restaurants/35676Ua-%E0%B9%81%E0%B8%94%E0%B8%87%E0%B9%80%E0%B8%9A%E0%B9%80%E0%B8%81%E0%B8%AD%E0%B8%A3%E0%B8%B5%E0%B9%88
Each Day Cafe',https://www.wongnai.com/restaurants/701835yt-each-day-cafe
Not Too Sweet Bakery Cafe,https://www.wongnai.com/restaurants/461838hY-not-too-sweet-bakery-cafe-chiang-mai
Flour Flour Loaf,https://www.wongnai.com/restaurants/344541pX-flour-flour-loaf-%E0%B8%94%E0%B8%B5%E0%B8%84%E0%B8%AD%E0%B8%99%E0%B9%82%E0%B8%94
BREW FACT,https://www.wongnai.com/restaurants/277875kc-brew-fact-%E0%B8%A8%E0%B8%B4%E0%B8%A3%E0%B8%B4%E0%B8%A1%E0%B8%B1%E0%B8%87%E0%B8%84%E0%B8%A5%E0%B8%B2%E0%B8%88%E0%B8%B2%E0%B8%A3%E0%B8%A2%E0%B9%8C-%E0%B8%8B%E0%B8%AD%E0%B8%A2-7
Chalatte Cafe,https://www.wongnai.com/restaurants/134842Sq-chalatte-cafe-chiangmai
Ray Coffee Bar & Hostel,https://www.wongnai.com/restaurants/534198UP-ray-coffee-bar-hostel
Soul Cafe',https://www.wongnai.com/restaurants/248355ip-soul-cafe-mju
GrainCafe.cnx,https://www.wongnai.com/restaurants/476635Pu-graincafe-cnx
มาดามไซร่า โฮมเมดเบเกอรี่,https://www.wongnai.com/restaurants/1265754BA-%E0%B8%A1%E0%B8%B2%E0%B8%94%E0%B8%B2%E0%B8%A1%E0%B9%84%E0%B8%8B%E0%B8%A3%E0%B9%88%E0%B8%B2-%E0%B9%82%E0%B8%AE%E0%B8%A1%E0%B9%80%E0%B8%A1%E0%B8%94%E0%B9%80%E0%B8%9A%E0%B9%80%E0%B8%81%E0%B8%AD%E0%B8%A3%E0%B8%B5%E0%B9%88-%E0%B9%80%E0%B8%A7%E0%B8%B5%E0%B8%A2%E0%B8%87%E0%B8%9E%E0%B8%B4%E0%B8%87%E0%B8%84%E0%B9%8C
grocery.,https://www.wongnai.com/restaurants/1606441xf-grocery
Fahtara Coffee,https://www.wongnai.com/restaurants/186772yS-fahtara-coffee
Savor.Society,https://www.wongnai.com/restaurants/627164Ia-savor-society
After You Dessert Café,https://www.wongnai.com/restaurants/336067Ay-after-you-dessert-caf%C3%A9-%E0%B9%80%E0%B8%8B%E0%B9%87%E0%B8%99%E0%B8%97%E0%B8%A3%E0%B8%B1%E0%B8%A5%E0%B9%80%E0%B8%9F%E0%B8%AA%E0%B8%95%E0%B8%B4%E0%B8%A7%E0%B8%B1%E0%B8%A5-%E0%B9%80%E0%B8%8A%E0%B8%B5%E0%B8%A2%E0%B8%87%E0%B9%83%E0%B8%AB%E0%B8%A1%E0%B9%88
Barneo Dessert Bar,https://www.wongnai.com/restaurants/217527Ia-barneo-dessert-bar
Copper Canyon Cafe & Restaurant,https://www.wongnai.com/restaurants/1300413wM-copper-canyon-cafe-restaurant
BiSCOTTI,https://www.wongnai.com/restaurants/132367vd-biscotti
Bowls&Breads,https://www.wongnai.com/restaurants/418936Dl-bowls-breads
POND Bakery & Tearoom,https://www.wongnai.com/restaurants/448310ep-pond-bakery-tearoom
ไออุ่น Cake & Café,https://www.wongnai.com/restaurants/372515qk-%E0%B9%84%E0%B8%AD%E0%B8%AD%E0%B8%B8%E0%B9%88%E0%B8%99-cake-caf%C3%A9
The Baristro At Somphet Market คูเมืองชั้นนอก,https://www.wongnai.com/restaurants/469495Xk-the-baristro-at-somphet-market
Merrybonbon,https://www.wongnai.com/restaurants/262453yq-merrybonbon
Under Over Cafe,https://www.wongnai.com/restaurants/404297id-under-over-cafe-under-over-cafe
Teddu Coffee,https://www.wongnai.com/restaurants/tedducoffee
Zombie Cafe' Maerim Chiangmai,https://www.wongnai.com/restaurants/260085eg-zombie-cafe-maerim-chiangmai
Into the Woods Cafe,https://www.wongnai.com/restaurants/131291Uq-into-the-woods-cafe
The Old Chiang Mai Café & Espresso Bar,https://www.wongnai.com/restaurants/163758Xg-the-old-chiang-mai-caf%C3%A9-espresso-bar
บ้านเลขที่สามสาม-No.33,https://www.wongnai.com/restaurants/367494gF-%E0%B8%9A%E0%B9%89%E0%B8%B2%E0%B8%99%E0%B9%80%E0%B8%A5%E0%B8%82%E0%B8%97%E0%B8%B5%E0%B9%88%E0%B8%AA%E0%B8%B2%E0%B8%A1%E0%B8%AA%E0%B8%B2%E0%B8%A1-no-33
Joint.s cafe,https://www.wongnai.com/restaurants/591726kt-joint-s-cafe
บ้านเบเกอรี่ โฮมเมด,https://www.wongnai.com/restaurants/35721hO-%E0%B8%9A%E0%B9%89%E0%B8%B2%E0%B8%99%E0%B9%80%E0%B8%9A%E0%B9%80%E0%B8%81%E0%B8%AD%E0%B8%A3%E0%B8%B5%E0%B9%88-%E0%B9%82%E0%B8%AE%E0%B8%A1%E0%B9%80%E0%B8%A1%E0%B8%94
FLAT cafe,https://www.wongnai.com/restaurants/481089xo-flat-cafe-%E0%B9%81%E0%B8%9F%E0%B8%A5%E0%B8%97-%E0%B8%84%E0%B8%B2%E0%B9%80%E0%B8%9F%E0%B9%88
thursdae,https://www.wongnai.com/restaurants/1453563Bd-thursdae
PotbellyB Burger,https://www.wongnai.com/restaurants/1810749BI-potbellyb-burger
Nana Jungle,https://www.wongnai.com/restaurants/173845CU-nana-jungle
Jo's,https://www.wongnai.com/restaurants/902673NB-jo-s-nimman
Beige.,https://www.wongnai.com/restaurants/1819535wI-beige
ร้านเครปโซนเหลือง,https://www.wongnai.com/restaurants/1409846pl-%E0%B8%A3%E0%B9%89%E0%B8%B2%E0%B8%99%E0%B9%80%E0%B8%84%E0%B8%A3%E0%B8%9B%E0%B9%82%E0%B8%8B%E0%B8%99%E0%B9%80%E0%B8%AB%E0%B8%A5%E0%B8%B7%E0%B8%AD%E0%B8%87-%E0%B8%81%E0%B8%B2%E0%B8%94%E0%B9%82%E0%B8%8B%E0%B8%99%E0%B9%80%E0%B8%AB%E0%B8%A5%E0%B8%B7%E0%B8%AD%E0%B8%87
TORA BAKE Chiang Mai,https://www.wongnai.com/restaurants/682892pH-tora-bake-chiang-mai
Sixth Sep Cafe and Farm,https://www.wongnai.com/restaurants/1905153cI-sixth-sep-cafe-and-farm
ขนมปังปิ้งป้าตุ้ม ม.พายัพ,https://www.wongnai.com/restaurants/139550cp-%E0%B8%82%E0%B8%99%E0%B8%A1%E0%B8%9B%E0%B8%B1%E0%B8%87%E0%B8%9B%E0%B8%B4%E0%B9%89%E0%B8%87%E0%B8%9B%E0%B9%89%E0%B8%B2%E0%B8%95%E0%B8%B8%E0%B9%89%E0%B8%A1-%E0%B8%A1-%E0%B8%9E%E0%B8%B2%E0%B8%A2%E0%B8%B1%E0%B8%9E
Cottontree Coffee Roasters,https://www.wongnai.com/restaurants/206154Zj-cottontree-coffee-roasters
Jungle De Cafe Hang Dong Baan Tawai By Tongna Cottage,https://www.wongnai.com/restaurants/450656nG-jungle-de-cafe-hang-dong-baan-tawai-by-tongna-cottage-%E0%B8%9A%E0%B9%89%E0%B8%B2%E0%B8%99%E0%B8%96%E0%B8%A7%E0%B8%B2%E0%B8%A2-%E0%B8%AB%E0%B8%B2%E0%B8%87%E0%B8%94%E0%B8%87
Bake Me Home,https://www.wongnai.com/restaurants/625052VN-bake-me-home-%E0%B9%83%E0%B8%9A%E0%B8%8A%E0%B8%B2%E0%B8%81%E0%B8%B2%E0%B9%81%E0%B8%9F
1988 Café,https://www.wongnai.com/restaurants/1041826da-1988-caf%C3%A9-1988-caf%C3%A9
Dominic Bread,https://www.wongnai.com/restaurants/267951RD-dominic-bread
Summery,https://www.wongnai.com/restaurants/1677966Uu-summery
J.Tu Coffee and Cafe,https://www.wongnai.com/restaurants/127149Cg-j-tu-coffee-and-cafe-%E0%B8%AB%E0%B8%99%E0%B9%89%E0%B8%B2%E0%B9%82%E0%B8%A3%E0%B8%87%E0%B9%80%E0%B8%A3%E0%B8%B5%E0%B8%A2%E0%B8%99%E0%B8%A7%E0%B8%B1%E0%B8%94%E0%B8%81%E0%B8%AD%E0%B8%87%E0%B8%97%E0%B8%A3%E0%B8%B2%E0%B8%A2
โฮ่งบีช คาเฟ่,https://www.wongnai.com/restaurants/265845eF-%E0%B9%82%E0%B8%AE%E0%B9%88%E0%B8%87%E0%B8%9A%E0%B8%B5%E0%B8%8A-%E0%B8%84%E0%B8%B2%E0%B9%80%E0%B8%9F%E0%B9%88
คุ้มหอม คาเฟ่ - Khum Hom Cafe Chiangmai,https://www.wongnai.com/restaurants/797555Ot-%E0%B8%84%E0%B8%B8%E0%B9%89%E0%B8%A1%E0%B8%AB%E0%B8%AD%E0%B8%A1-%E0%B8%84%E0%B8%B2%E0%B9%80%E0%B8%9F%E0%B9%88-khum-hom-cafe-chiangmai-%E0%B8%A8%E0%B8%A3%E0%B8%B5%E0%B8%A0%E0%B8%B9%E0%B8%A1%E0%B8%B4
The Stove Inspiring Village,https://www.wongnai.com/restaurants/1234904YR-the-stove-inspiring-village
ART FARMER Coffee Roastery & Music,https://www.wongnai.com/restaurants/1185800hX-art-farmer-coffee-roastery-music-chiangmai
Elely Cafe' Mae Ping Bistro,https://www.wongnai.com/restaurants/693239mE-elely-cafe-mae-ping-bistro
ON FLEEK Cafe',https://www.wongnai.com/restaurants/2071181Rk-on-fleek-cafe
My Forest Cafe,https://www.wongnai.com/restaurants/2076559Oi-my-forest-cafe
ยิ้มสู้กับอาจารย์วิริยะ,https://www.wongnai.com/restaurants/581051Ys-%E0%B8%A2%E0%B8%B4%E0%B9%89%E0%B8%A1%E0%B8%AA%E0%B8%B9%E0%B9%89%E0%B8%81%E0%B8%B1%E0%B8%9A%E0%B8%AD%E0%B8%B2%E0%B8%88%E0%B8%B2%E0%B8%A3%E0%B8%A2%E0%B9%8C%E0%B8%A7%E0%B8%B4%E0%B8%A3%E0%B8%B4%E0%B8%A2%E0%B8%B0
THE BARISTRO at NCU มหาวิทยาลัยนอร์ท-เชียงใหม่,https://www.wongnai.com/restaurants/400248yL-the-baristro-at-ncu
PUNN Smoothies น้ำปั่นและ ขนม by PUN Pâtisseries,https://www.wongnai.com/restaurants/1553421fm-punn-smoothies-%E0%B8%99%E0%B9%89%E0%B8%B3%E0%B8%9B%E0%B8%B1%E0%B9%88%E0%B8%99%E0%B9%81%E0%B8%A5%E0%B8%B0-%E0%B8%82%E0%B8%99%E0%B8%A1-by-pun-p%C3%A2tisseries
Tree of life cafe ต้นไม้แห่งชีวิต,https://www.wongnai.com/restaurants/983449Qy-tree-of-life-cafe-%E0%B8%95%E0%B9%89%E0%B8%99%E0%B9%84%E0%B8%A1%E0%B9%89%E0%B9%81%E0%B8%AB%E0%B9%88%E0%B8%87%E0%B8%8A%E0%B8%B5%E0%B8%A7%E0%B8%B4%E0%B8%95-%E0%B8%AA%E0%B8%B2%E0%B8%A3%E0%B8%A0%E0%B8%B5
Eat@Rincome,https://www.wongnai.com/restaurants/270871vo-eat-rincome
Jardin d'été Gelato and Dessert Cafe,https://www.wongnai.com/restaurants/216262KD-jardin-d-%C3%A9t%C3%A9-gelato-and-dessert-cafe
Inestinct25,https://www.wongnai.com/restaurants/inestinct25
Queensbaker,https://www.wongnai.com/restaurants/816201oS-queensbaker-%E0%B9%84%E0%B8%8A%E0%B8%A2%E0%B8%AA%E0%B8%96%E0%B8%B2%E0%B8%99
Next Level Drink ‘Specialty Coffee’,https://www.wongnai.com/restaurants/1818771pL-next-level-drink-specialty-coffee
