name,rating,rating_amt,address,menu,open_hr,delivery_hr,price_scale,seat_amt,review,check_in,bookmarked,car_park,Wi-Fi,pet_allows,card_accept,delivery,for_kids,for_group
GROON (GROON),4.0,67,"Groon , 6 ซอย 7 ตำบล สุเทพ อำเภอเมืองเชียงใหม่ เชียงใหม่","['Groon Morning', 'Natural Yeast Bread Set', 'MOON ON MIND', 'Garlic Cream cheese Buns', 'Ice Latte', 'Mentaiko pasta', 'Hot Earlgrey', 'Ice Cocoa', 'Macadamia white choc', 'Ice Matcha Latte', 'MOON ON MIND', 'Summer Breez', 'Honey & Fruity', 'Kouign amann Almond', 'Spicy squid ink pasta']",08:30 - 17:00,08:30 - 17:00,2,40,"['attentive', 'delicious', 'soft', 'good atmosphere', 'fresh', 'warm', 'fragrant', 'value for money', 'beautiful', 'lovely']",0,0,True,True,False,False,True,True,True
Khagee (ขจี),4.0,268,29-30 ถ.เชียงใหม่-ลำพูน เชียงใหม่ (ร้านอยู่หัวมุมปากซอย ทางเข้าไปร้าน Love At First Bite),"['Custard Cream Bun', 'melon bun', 'berry banana bread', 'Carrot Cake', 'สโคน', 'latte', 'Scone', 'lemon tart', 'แครอทเค้ก', 'canelé', 'Hot Latte', 'Iced Latte', 'Carrot Cake', 'Custard Cream Bun', 'lemon tart']",09:00 - 17:00,,2,40,"['attentive', 'delicious', 'good atmosphere', 'soft', 'excellent service', 'enjoyable', 'authentic', 'fresh', 'tasty', 'warm', 'fragrant', 'beautiful', 'good service', 'value for money', 'lovely', 'clean']",148,2218,True,True,False,False,True,,True
Yelloo (เยลโล่),4.1,44,"6/1, 11, สุเทพ, เชียงใหม่ (ถนนนิมมานเหมินทร์ ตรงข้ามวันนิมมานหลังBoot)","['White Balance (Cold)\nกาแฟนมผสมไซรัปส้มที่ทางร้านเคี่ยวเอง', 'Americano\nกาแฟดำเลือกเมล็ดกาแฟได้ 🔻Nimman Blends คือ เมล็ดกาแฟโคลัมเบีย + บราซิล 🔻Pattaya Blends คือ เมล็ดกาแฟบราซิล + อินโดนีเซีย 🔻Basket of fruit Blends คือ เมล็ดกาแฟเคนย่า + เอธิโอเปีย', 'Black Balance (Cold) (แบบบรรจุขวด)\nเปลี่ยนเป็นแบบขวดเพื่อสะดวกสำหรับ takeaway (only cold) - กาแฟและไซรัปส้มโฮมเมดเติมรสวานิลา อัดแก๊สคาร์บอนไดออกไซด์', 'Latte\nกาแฟนมเลือกเมล็ดกาแฟได้ 🔻Nimman Blends คือ เมล็ดกาแฟโคลัมเบีย + บราซิล 🔻Pattaya Blends คือ เมล็ดกาแฟบราซิล + อินโดนีเซีย 🔻Basket of fruit Blends คือ เมล็ดกาแฟเคนย่า + เอธิโอเปีย', 'Cold Brew Coffee (Bottle)\nกาแฟสกัดเย็นแบบขวด', 'ลาเต้ -นมแอลมอนด์, นมโอ๊ต', 'ครัวซอง (Plain Croissant)\nครัวซอง ทำจากแป้งและเนย AOP จากฝรั่งเศส', 'ชาไทยนม\nชาไทยผสมนมสูตรพิเศษของทางร้าน', 'แก้ว YELLOO เก็บความร้อน-ความเย็น\nตัวแก้วผิวด้านนอกเป็นเนื้อด้านจับถนัดมือ ด้านในเป็นสแตนเลสเกรด 304 ปลอดภัยใส่เครื่องดื่มได้ทนความร้อนและเย็น ***ทุกครั้งที่นำแก้วมาใช้ที่ร้าน(รับส่วนลด 5 บาท)', 'เซ็ทแซนด์วิชแฮมชีส+น้ำส้ม\nเซ็ทแซนด์วิชแฮมชีสมาพร้อมกับน้ำส้มสกัดเย็นแท้ๆ 100%']",08:00 - 19:00,08:00 - 19:00,2,80,"['attentive', 'delicious', 'soft', 'good atmosphere', 'enjoyable', 'excellent service', 'ugly', 'fresh', 'warm', 'fragrant', 'value for money', 'beautiful', 'good service', 'lovely']",0,0,True,True,True,True,True,True,True
Forest Bake (ฟอรเรสเบ้ก),3.9,131,8 2 หน้าวัดเกตุ ซอย 1 ตำบลวัดเกต อำเภอเมืองเชียงใหม่ เชียงใหม่ 50000 ประเทศไทย เชียงใหม่ (สุดซอยอนุบาลวารี เลี้ยวขวา ร้านอยู่ซ้ายมือ),"['New York Cheesecake (with homemade blueberry sauce)\nชีสเค้กสไตล์นิวยอร์กกับซอสโฮมเมดบลูเบอร์รี่', 'Cherry Pie\nพายเชอรี่', 'Almond Peach Tart\nทาร์ตอัลมอนด์พีช', 'Flat White', 'Ristretto', 'Espresso (hot)', 'Espresso (iced)', 'Latte (iced)', 'Chicken Khao Soi\nข้าวซอยไก่ มาคู่กับเครื่องเคียง']",09:00 - 17:00,09:00 - 17:00,2,40,"['attentive', 'delicious', 'good atmosphere', 'soft', 'worth it', 'enjoyable', 'fresh', 'warm', 'fragrant', 'beautiful', 'value for money', 'good service', 'lovely']",0,0,True,True,True,True,True,True,True
Cheevit Cheeva (ชีวิต ชีวา),4.2,456,6 ถนนศิริมังคลาจารย์ ซอย 7 ตำบล สุเทพ อำเภอเมืองเชียงใหม่ เชียงใหม่ (เข้าซอยกรรไกรทอง (ศิริมังคลาจารย์ ซอย 7) ไปราวๆ 20 เมตร ร้านจะอยู่ด้านขวามือ),,11:00 - 20:30,11:00 - 20:30,2,40,"['attentive', 'delicious', 'soft', 'worth it', 'excellent service', 'ugly', 'enjoyable', 'not tasty', 'fresh', 'fragrant', 'value for money', 'beautiful', 'good service', 'lovely', 'clean']",0,0,True,True,False,False,True,True,True
Claai Cafe'& Eatery คลายคาเฟ่ แอนด์ อีทเทอรี่,4.1,39,"Unnamed Road, ตำบล ห้วยแก้ว อำเภอ แม่ออน เชียงใหม่ ประเทศไทย 50130 เชียงใหม่","['Scone', 'Junpen', 'กาแฟดริป', 'คาปูชิโน่เย็น', 'สโคน', 'Piccolo Latte']",09:00 - 17:00,,2,,"['attentive', 'delicious', 'good atmosphere', 'soft', 'worth it', 'enjoyable', 'fragrant', 'beautiful', 'value for money', 'lovely']",22,295,True,True,,False,,,
Caramellow café (คาราเมลโล),4.1,91,223 ถนน มหิดล ตำบล ป่าแดด อำเภอเมืองเชียงใหม่ เชียงใหม่ (จากสี่แยกสนามบิน ขับตรงไปทางถ.มหิดล ประมาณ 350 ม. ร้านจะอยู่ทางซ้ายมือ),"['Mulberry Cucumber Soda', 'Iced Americano', 'Matcha Lemon Soda', 'Black Sticky Rice Croissant', 'Midnight Sun Croissant\nCroissant with smoked salmon, poached egg and homemade light youghurt sauce', 'Lava Cheese Beef Burger Served with Homemade Potato Wedge\nHomemade beef patties stuff with jack cheese wrap with crispy bacon, caramelized onion, BBQ sauce in bricohe bun', 'Khao Op Sap Pah Rod', 'vanilla milk shake', 'คอมบูฉะมังคุดโซดา', 'มักกะโรนี3ชีส', 'Eden Croissant\nCroissant with mashed avocado, grilled chicken breast and poached egg', 'Strawberry Rosemary Soda', 'Goddess Croissant\nCroissant with paris ham, parmesan cheese and scrambled egg', 'Khao Op Sap Pah Rod', 'Midnight Sun Croissant\nCroissant with smoked salmon, poached egg and homemade light youghurt sauce']",09:00 - 19:00,,3,80,"['attentive', 'delicious', 'soft', 'good atmosphere', 'reasonable price', 'authentic', 'fresh', 'warm', 'fragrant', 'value for money', 'good service', 'beautiful', 'lovely']",41,335,True,True,False,True,True,True,True
Koff&things,4.2,18,"ถนนราชเชียงแสน, - พระสิงห์ เมืองเชียงใหม่ เชียงใหม่ เชียงใหม่","['ลาเต้ร้อน', 'Dirty Coffee', 'Orange Americano', 'Dirty Special', 'คาปูชิโน่ร้อน', 'Iced Americano', 'เจแปนนีส ชีสเค้ก', 'ซื้อ Americano 2 แก้ว แถมฟรี Latte', 'Lemon tea', 'Cappuccino', 'Gummy berry coffee', 'Sunlight']",08:00 - 17:00,08:00 - 16:30,1,40,"['attentive', 'good quality', 'delicious', 'soft', 'reasonable price', 'worth it', 'enjoyable', 'ugly', 'fresh', 'warm', 'fragrant', 'beautiful', 'value for money', 'lovely']",0,0,True,True,True,False,True,True,True
Memorize Brownie (เมมโมไรซ์ บราวนี่),4.0,124,"36, ซอยนิมมานเหมินท์ สุเทพ เมืองเชียงใหม่ เชียงใหม่ เชียงใหม่ (ในซอยนิมมาน12 เข้าซอยไป 10 เมตร จะอยู่ซ้ายมือ)","['Brownie Shot\nบราวนี่รสดั้มเดิมเนื้อฉ่ำ เนื้อสัมผัสหนึบหนับ รสชาติเข้มข้น ตัดเป็นชิ้นพอดีคำ 10คำ ทานคู่กับครีมสดสูตรพิเศษจากทางร้าน', 'Mini Original Brownie\nบราวนี่รสดั้งเดิมเนื้อฉ่ำ ขนาดเล็ก2ชิ้น ทานคู่กับครีมสดสูตรพิเศษจากทางร้าน', 'Memorize Brownie\nบราวนีรสดั้งเดิมเนื้อฉ่ำ แบบอบร้อน ราดด้วยช็อกโกแลตสดและครีมสดสูตรพิเศษ', 'Mix Brownie\nบราวนี่เนื้อฉ่ำ ด้านหน้าท๊อปด้วยอัลมอนด์ผสมแมคคาเดเมีย ทานคู่กับครีมสดสูตรพิเศษจากทางร้าน', 'Memorize Tea\nชาสูตรพิเศษของร้าน', 'Nama in the box - Mild L\nช็อคโกแลตนามะเนื้อนุ่มละลาย รสชาติละมุน ผสมช็อกโกแลตนม โรยด้วยผงโกโก้ เหมาะสำหรับคนชอบช็อกโกแลตนม', 'Original Brownie\nบราวนี่รสดั้งเดิมเนื้อฉ่ำ เนื้อสัมผัสหนึบหนับ รสชาติเข้มข้น ทานคู่กับครีมสดสูตรพิเศษจากทางร้าน', 'Original Brownie\nบราวนี่รสดั้งเดิมเนื้อฉ่ำ เนื้อสัมผัสหนึบหนับ รสชาติเข้มข้น ทานคู่กับครีมสดสูตรพิเศษจากทางร้าน', 'Strawberry Jam\nแยมสตอเบอรี่ homemade (160ml.)', 'Brownie Crackers\nบราวนี่กรอบรสช็อกโกแลตเข้มข้น แผ่นบางกรอบ ตัดชิ้นแบบพอดีคำ', 'Iced Caramel macchiato\nกาแฟคาราเมลมัคคิอาโต้เย็น ได้รสสัมผัสกลมกล่อม หอมกลิ่นคาราเมล', 'Hot Caramel Macchiato\nกาแฟคาราเมลมัคคิอาโต้ร้อน รสสัมผัสกลมกล่อม หอมกลิ่นคาราเมล']",10:00 - 22:30,10:00 - 22:30,1,40,"['attentive', 'delicious', 'soft', 'lovely', 'worth it', 'enjoyable', 'ugly', 'fresh', 'warm', 'fragrant', 'nice-looking', 'value for money', 'beautiful', 'good service', 'adorable', 'clean']",0,0,True,True,False,True,True,True,True
Tomato House.cnx,4.4,15,20 ซอย หมู่บ้านล้านนาวิลล์ ตำบล สันผีเสื้อ อำเภอเมืองเชียงใหม่ เชียงใหม่ ประเทศไทย 50300 เชียงใหม่ (ในหมู่บ้านลานนาวิลล์ สันผีเสื้อ),"['Dark Cacao', 'Matcha Without Milk']",08:30 - 18:00,,2,40,"['attentive', 'delicious', 'good atmosphere', 'soft', 'reasonable price', 'enjoyable', 'fresh', 'warm', 'fragrant', 'value for money', 'good service', 'lovely']",7,45,True,True,,False,,,
Charin Pie (จริณพาย),4.0,142,20 ถนน นิมมานเหมินท์ ซอย 17 ตำบล สุเทพ อำเภอเมืองเชียงใหม่ เชียงใหม่ (อยู่ตรงข้ามโรงแรมแว นิมมาน อยู่สี่แยกกลางซอย หัวมุม ด้านขวา),"['พายมะพร้าว', 'พายบูลเบอร์รี่\nเป็นบูลเบอร์รี่ ชีสพาย', 'พายฟักทอง', 'Blackcurrant Tea Cold', 'Supreme Lemon Pie', 'พายข้าวโพด', 'ไวท์ พีช พาย', 'Ristretto Hot\nEspresso 30ml.', 'Rose Tea Hot', 'พายมะพร้าว', 'Espresso Hot\nEspresso 60 ml.']",09:00 - 19:00,09:00 - 18:30,1,80,"['attentive', 'good quality', 'delicious', 'soft', 'worth it', 'enjoyable', 'ugly', 'fresh', 'warm', 'fragrant', 'value for money', 'beautiful', 'lovely']",0,0,True,,True,False,True,True,True
Pizza Plus (พิซซ่า พลัส),4.6,29,"170/1-4, 4 เชิงดอย ดอยสะเก็ด เชียงใหม่ เชียงใหม่ (ตรงข้ามเวียงดอย)","['Pizza Pepperoni', 'Pizza with Parma ham and rocket', 'สปาเก็กตี้ เบคอน', 'พิซซ่าแป้งบาง', 'ทาโก้เนื้อ', 'Popeye Power (Bake spinach with cheese)\nผักโขมอบชีส ใส่เบคอน', 'ชุดเลิฟเซ็ต', 'น้ำเสาวรสสด', 'ซุปมันฝรั่ง', 'โรตี แกงฮังเล', 'Salmon Cream sauce', 'Napoli\nแอนโชวี่ เคเปอร์', 'พิซซ่าแซลมอน\nแซลม่อนรมควัน ไข่ปลา เคเปอร์', 'ParmarRocket\nพาร์มาแฮม ผักร็อกเก็ต', 'Meat Combo\nซาลามี่ เป็ปเปอร์โรนี่ แฮม เนื้อบดผัดหอมใหญ่']",11:30 - 21:30,11:30 - 21:00,2,40,"['attentive', 'recommended', 'delicious', 'soft', 'worth it', 'fresh', 'tasty', 'warm', 'fragrant', 'nice-looking', 'beautiful', 'value for money', 'good service', 'lovely', 'clean']",0,0,True,True,True,False,True,True,True
Bar Cha - Matcha and Bakery バーチャ,4.1,7,"46/15, ช้างเผือก เมืองเชียงใหม่ เชียงใหม่ เชียงใหม่ (จริงใจมาร์เก็ต)","['Iced Matcha Latte Mozumi Kanbayashi\nNutty,Creammy,Baked Pastry', 'Iced Matcha Latte Isuzu Koyama\nDried Flower, Seaweed, White Chocolate, Candy', 'Iced Usucha Mozumi Kanbayashi\nNutty, Creamy, Baked Pastry', 'Iced Usucha Isuzu Koyama\nDreid Flower, Seaweed, White Chocolate, Candy', 'Iced Matcha Latte Okuyutaka Fukuoka\nRoasted pitachio Smoky Umami']",08:00 - 17:30,,2,40,"['attentive', 'delicious', 'good atmosphere', 'soft', 'warm', 'fragrant', 'value for money', 'lovely']",0,0,True,True,,,True,,
CarrotCoffee,4.1,11,"44/1, ซอยบำรุงบุรี 2, ตำบลพระสิงห์, อำเภอเมืองเชียงใหม่, จ.เชียงใหม่, 50200, ประเทศไทย เชียงใหม่","['Carrot Cake', 'Orange Cold Brew', 'Orange Cold Brew', 'Yuzu Matcha', 'Carrot No.2', 'Iced Americano', 'Iced Latte']",08:00 - 18:00,08:30 - 17:00,2,150,"['attentive', 'delicious', 'good atmosphere', 'ugly', 'fresh', 'fragrant', 'value for money', 'beautiful', 'lovely']",0,0,True,True,,False,True,,
Fernpresso Cafe (เฟิร์นเพรสโซ่),4.1,141,224 ซอยวัดช่างทอง4 เชียงใหม่ (จากคันคลอง เลี้ยวซ้ายผ่าน goodview village ตรงไป ให้เลี้ยวซ้าย ซอยตำหนัก8 มีป้ายบอกทางไปร้านหน้าซอย จากปากซอยไปตามทาง 2.4 กม. มีป้ายบอกตลอดทาง ร้านอยู่หลังสนามบิน),"['ข้าวผัดไส้อั่ว', 'ลาเต้', 'ชาพีชเย็น\nเย็นจะมีลูกพีช', 'สลัดเบค่อน', 'กะเพราคนเมือง', 'เมี่ยงคะน้าดอกไม้', 'สปาเก็ตตี้ไส้อั่ว', 'ลิ้นจี่กุหลาบเย็น', 'อเมริกาโน่', 'ปีกไก่', 'สปาเกตตีเบค่อนพริกแห้ง', 'ข้าวผัดปลาแซลม่อนเทอริยากิ', 'ข้าวหมูจันทร์หอม', 'ข้าวหมูญี่ปุ่น', 'ข้างผัดไข่ หมูก้อนทอด']",09:30 - 18:30,,2,80,"['attentive', 'delicious', 'good atmosphere', 'soft', 'excellent service', 'ugly', 'authentic', 'fresh', 'fragrant', 'value for money', 'beautiful', 'good service', 'lovely', 'clean']",0,0,True,True,True,False,True,True,True
"Rilak Cafe""",4.1,59,209/1 บ้านเฟื่องฟ้า ซอย ๕ ตำบลป่าแดด อำเภอเมืองเชียงใหม่ เชียงใหม่ ประเทศไทย เชียงใหม่,"['มาการองการ์ตูน', 'สเต็กหมู', 'สปาเก็ตตี้เบคอนเผ็ด', 'redvelvet cake', 'ข้าวหมูทอดลิลัค', 'ผักโขมอบชีส', 'ice cappuccino', 'ชานมเย็น', 'มาม่าเกาหลี', 'เค้กส้ม', 'ขนม']",11:00 - 18:00,,2,,"['attentive', 'adorable', 'delicious', 'soft', 'good atmosphere', 'worth it', 'enjoyable', 'ugly', 'excellent service', 'fresh', 'tasty', 'warm', 'fragrant', 'nice-looking', 'beautiful', 'value for money', 'good service', 'lovely']",38,303,,,,,True,,
Tasty Herb (ร้านแยมโฮมเมด),4.4,9,"9/4, นิมมานเหมินทร์ ซอย 7 สุเทพ เมืองเชียงใหม่ เชียงใหม่ เชียงใหม่ (-)","['Orange', 'Melon', 'Mango Orange\nไม่มีน้ำตาล ใช้ความหวานจากหญ้าหวานเป็นหลัก', 'Red Wine Rose Petal\nไม่มีน้ำตาล ใช้ความหวานจากหญ้าหวานเป็นหลัก', 'Mango\nไม่มีน้ำตาล ใช้ความหวานจากหญ้าหวานเป็นหลัก', 'Sweet Corn Butter\nใช้ความหวานจากน้ำตาล', 'Yuzu Apple\nไม่มีน้ำตาล ใช้ความหวานจากหญ้าหวานเป็นหลัก']",09:00 - 17:00,09:00 - 17:00,2,,"['attentive', 'delicious', 'soft', 'reasonable price', 'not tasty', 'fragrant', 'beautiful', 'value for money', 'lovely']",0,0,True,,,True,True,,
