name,rating,rating_amt,address,menu,open_hr,delivery_hr,price_scale,seat_amt,review,check_in,bookmarked,car_park,Wi-Fi,pet_allows,card_accept,delivery,for_kids,for_group
Sukhum Craft スクンクラフト (สุขุม คราฟต์),4.2,27,['Hang_Dong'],['No bakery related menu'],07:00 - 17:00,07:00 - 16:30,1,40,"[['worth'], ['lovely'], ['lovely'], ['attentive'], ['fresh'], ['delicious'], ['delicious'], ['good_atmosphere'], ['enjoyable'], ['worth'], ['fresh'], ['worth'], ['fresh'], ['worth'], ['worth'], ['attentive', 'worth'], ['delicious', 'fresh'], ['worth'], ['good_atmosphere'], ['lovely'], ['lovely'], ['attentive'], ['delicious'], ['worth'], ['good_service'], ['good_quality'], ['delicious', 'fragrant'], ['good_atmosphere'], ['enjoyable'], ['good_atmosphere'], ['lovely'], ['attentive'], ['fragrant'], ['fresh'], ['good_atmosphere'], ['good_atmosphere'], ['delicious']]",0,0,True,True,,False,True,,True
พาสต้าอาม่า (Pasta Ama),4.3,3,"['Mueang_Chiang_Mai', 'Suthep']",['No bakery related menu'],09:00 - 23:00,,2,,"[['good_atmosphere'], ['fresh'], ['unlovely'], ['delicious'], ['attentive']]",3,15,True,,,False,,,
Chez Nous in town (เชนู),3.9,12,"['Chang_Phueak', 'Mueang_Chiang_Mai']","['croissant', 'cookie']",10:00 - 19:00,10:00 - 19:00,2,10,"[['worth'], ['delicious'], ['fresh'], ['worth'], ['delicious', 'worth'], ['good_service'], ['delicious'], ['delicious'], ['delicious'], ['fragrant'], ['delicious'], ['lovely'], ['lovely'], ['delicious'], ['delicious'], ['attentive'], ['fragrant'], ['good_atmosphere', 'attentive'], ['fragrant'], ['soft'], ['good_service'], ['delicious'], ['worth'], ['fresh'], ['good_quality'], ['good_quality'], ['soft'], ['good_service']]",0,0,True,False,False,False,True,True,True
Rosie.cnx,3.5,4,"['Suthep', 'Nimmanhaemin']",['No bakery related menu'],09:00 - 18:00,09:00 - 18:00,2,10,"[['good_atmosphere'], ['fresh'], ['delicious'], ['fragrant'], ['lovely'], ['enjoyable']]",0,0,True,True,False,True,True,True,True
The Volcano (เดอะ โวลคาโน่),4.1,379,['Suthep'],['bread'],11:00 - 23:00,11:00 - 22:00,1,80,"[['good_service'], ['good_service'], ['delicious'], ['fragrant'], ['delicious'], ['delicious'], ['soft'], ['worth'], ['fragrant'], ['delicious'], ['delicious'], ['attentive'], ['delicious'], ['attentive'], ['fragrant'], ['delicious'], ['delicious'], ['fragrant'], ['good_atmosphere'], ['fragrant'], ['fragrant'], ['soft'], ['good_atmosphere', 'lovely'], ['warm', 'lovely'], ['worth'], ['attentive'], ['lovely'], ['good_atmosphere'], ['attentive', 'soft'], ['soft'], ['fresh'], ['fragrant'], ['fresh'], ['delicious'], ['delicious'], ['fresh'], ['fresh'], ['fragrant'], ['fresh'], ['fragrant'], ['soft', 'fragrant'], ['delicious'], ['attentive'], ['fresh'], ['fresh'], ['fresh'], ['fragrant'], ['soft'], ['fresh', 'soft'], ['lovely'], ['delicious'], ['unlovely'], ['worth'], ['delicious'], ['delicious'], ['delicious'], ['attentive'], ['delicious'], ['delicious'], ['fragrant'], ['delicious'], ['lovely'], ['delicious'], ['not_tasty'], ['delicious'], ['attentive'], ['delicious'], ['attentive'], ['beautiful'], ['fragrant'], ['worth'], ['delicious'], ['fragrant'], ['delicious'], ['delicious'], ['delicious'], ['beautiful'], ['soft', 'fragrant'], ['attentive'], ['delicious'], ['fragrant'], ['worth'], ['attentive'], ['worth'], ['worth'], ['inexpensive'], ['fragrant'], ['fragrant'], ['delicious'], ['attentive'], ['worth'], ['delicious'], ['delicious'], ['delicious'], ['adorable', 'inexpensive'], ['delicious'], ['soft'], ['fragrant'], ['delicious']]",0,0,True,True,False,False,True,True,True
ชมนกชมไม้ (CHOM NOK CHOM MAI),3.8,196,"['Huai_Kaew', 'Mae_On']","['pie', 'cheesecake', 'cake']",08:00 - 17:00,,1,40,"[['worth'], ['lovely'], ['ugly'], ['good_atmosphere'], ['lovely'], ['good_atmosphere'], ['delicious'], ['attentive'], ['ugly'], ['worth'], ['lovely'], ['delicious'], ['good_service'], ['good_service'], ['fragrant'], ['good_quality'], ['good_service'], ['enjoyable'], ['attentive'], ['delicious'], ['good_atmosphere'], ['worth'], ['attentive'], ['good_atmosphere'], ['good_atmosphere'], ['good_atmosphere'], ['beautiful'], ['good_atmosphere'], ['worth'], ['good_atmosphere'], ['good_quality'], ['beautiful'], ['good_atmosphere'], ['good_atmosphere'], ['nice_looking'], ['good_service'], ['delicious'], ['attentive'], ['attentive'], ['good_service', 'good_quality'], ['good_atmosphere'], ['enjoyable'], ['fresh'], ['good_atmosphere'], ['good_atmosphere', 'lovely'], ['lovely'], ['fragrant'], ['good_service'], ['good_service'], ['delicious'], ['delicious'], ['good_atmosphere', 'lovely'], ['beautiful', 'lovely'], ['beautiful'], ['beautiful'], ['delicious'], ['lovely'], ['attentive'], ['good_atmosphere'], ['lovely'], ['lovely'], ['good_atmosphere'], ['lovely'], ['fresh'], ['attentive'], ['fresh'], ['delicious', 'fragrant'], ['lovely'], ['attentive'], ['good_atmosphere'], ['lovely'], ['delicious'], ['beautiful'], ['inexpensive'], ['lovely'], ['good_atmosphere'], ['lovely'], ['fragrant'], ['good_atmosphere'], ['lovely'], ['fresh'], ['beautiful'], ['not_cute'], ['beautiful'], ['good_atmosphere']]",98,744,True,True,True,False,,True,True
Gateway Coffee Roasters,3.9,55,"['Chang_Moi', 'Mueang_Chiang_Mai', 'Tha_Phae_Rd.']",['tart'],09:00 - 17:30,,2,40,"[['good_atmosphere'], ['good_atmosphere'], ['good_atmosphere'], ['worth'], ['good_atmosphere'], ['worth'], ['good_atmosphere'], ['lovely'], ['worth'], ['fresh'], ['unlovely'], ['worth'], ['fresh'], ['fresh'], ['delicious'], ['good_service'], ['good_atmosphere'], ['worth'], ['fresh'], ['lovely'], ['reasonable_price'], ['lovely'], ['attentive'], ['fragrant'], ['delicious'], ['good_atmosphere'], ['good_service'], ['delicious'], ['lovely'], ['good_atmosphere'], ['attentive'], ['good_service'], ['good_atmosphere'], ['worth'], ['lovely'], ['lovely'], ['worth'], ['attentive'], ['attentive'], ['fragrant'], ['fragrant'], ['attentive'], ['good_atmosphere'], ['good_atmosphere', 'attentive'], ['attentive'], ['attentive'], ['unlovely'], ['lovely'], ['good_atmosphere'], ['good_atmosphere'], ['lovely'], ['lovely'], ['good_quality'], ['good_atmosphere'], ['lovely'], ['lovely'], ['fresh'], ['worth'], ['delicious'], ['delicious'], ['unlovely'], ['reasonable_price'], ['worth'], ['good_service'], ['enjoyable'], ['lovely']]",17,376,True,True,False,False,True,True,True
Anda Peka อันดาเภกา (อันดาเภกา),4.0,7,['San_Pa_Tong'],"['cheesecake', 'cake']",09:00 - 16:00,,2,10,"[['good_atmosphere'], ['delicious'], ['delicious'], ['fragrant'], ['soft'], ['attentive'], ['delicious'], ['delicious'], ['good_quality'], ['good_quality'], ['delicious'], ['beautiful'], ['beautiful'], ['lovely'], ['attentive'], ['attentive'], ['attentive'], ['delicious'], ['soft', 'fragrant']]",3,13,True,True,,False,True,True,True
Flips&Flips Home Made Donuts (ฟลิพส์แอนด์ฟลิพส์ โฮมเมด โดนัทส์),4.2,76,"['Chang_Phueak', 'Mueang_Chiang_Mai']",['No bakery related menu'],11:00 - 16:00,,1,10,"[['worth'], ['soft'], ['delicious'], ['delicious'], ['fresh'], ['worth'], ['good_service'], ['soft'], ['attentive'], ['attentive'], ['delicious'], ['soft'], ['delicious'], ['attentive'], ['delicious'], ['tasty'], ['delicious'], ['beautiful'], ['lovely'], ['worth'], ['delicious'], ['delicious'], ['fresh'], ['delicious', 'worth'], ['worth'], ['fresh'], ['fresh'], ['soft'], ['soft'], ['soft'], ['soft'], ['fragrant'], ['soft'], ['soft'], ['soft'], ['soft'], ['delicious'], ['soft'], ['soft'], ['delicious'], ['delicious'], ['soft'], ['fragrant'], ['fresh'], ['delicious'], ['fresh', 'fragrant'], ['fragrant'], ['attentive'], ['fresh'], ['good_quality'], ['good_service'], ['enjoyable'], ['attentive'], ['delicious'], ['good_service'], ['soft'], ['delicious'], ['delicious'], ['attentive'], ['fresh'], ['delicious', 'soft'], ['attentive'], ['soft'], ['soft'], ['fresh'], ['delicious'], ['attentive'], ['good_atmosphere'], ['beautiful'], ['soft'], ['soft'], ['worth'], ['fresh'], ['soft'], ['soft'], ['fresh'], ['soft'], ['beautiful'], ['attentive'], ['soft', 'fragrant'], ['delicious'], ['delicious'], ['attentive'], ['attentive'], ['worth'], ['delicious'], ['delicious'], ['attentive'], ['attentive', 'worth'], ['delicious'], ['not_tasty'], ['delicious', 'fresh'], ['soft'], ['delicious'], ['fresh'], ['good_service'], ['delicious', 'soft'], ['attentive'], ['lovely'], ['delicious', 'attentive'], ['attentive'], ['soft'], ['worth', 'delicious', 'fragrant'], ['worth'], ['fragrant'], ['delicious', 'worth'], ['delicious'], ['soft'], ['fragrant'], ['soft'], ['attentive'], ['fresh'], ['unlovely'], ['soft'], ['delicious'], ['delicious'], ['fragrant'], ['delicious'], ['soft'], ['fragrant'], ['delicious'], ['worth']]",0,0,True,True,False,False,True,,
Toastally U ขนมปังพรีเมียม プレミアムパンเนื้อนุ่มสไตล์ญี่ปุ่น (Toastally U),4.0,2,"['Chang_Phueak', 'Mueang_Chiang_Mai']",['No bakery related menu'],09:00 - 21:00,09:30 - 20:30,1,40,"[['soft'], ['fresh'], ['delicious'], ['delicious'], ['fresh'], ['soft'], ['fragrant'], ['delicious']]",0,0,True,True,False,True,True,True,True
Kafer house,4.5,4,['Other'],"['pie', 'bread']",08:00 - 17:00,,1,ไม่มีที่นั่ง/จัดส่งเท่านั้น,"[['fresh'], ['fresh'], ['fresh'], ['soft'], ['delicious']]",2,67,True,False,False,False,True,True,True
The House by Ginger,3.8,22,['Mueang_Chiang_Mai'],['No bakery related menu'],11:00 - 22:00,,3,80,"[['delicious'], ['good_manner', 'good_service'], ['good_atmosphere'], ['lovely'], ['good_quality'], ['good_atmosphere'], ['good_service'], ['lovely'], ['fragrant'], ['lovely'], ['good_quality'], ['worth'], ['good_quality'], ['delicious'], ['lovely'], ['good_atmosphere'], ['attentive'], ['attentive'], ['fresh'], ['attentive'], ['worth'], ['beautiful'], ['worth'], ['delicious'], ['good_service'], ['good_atmosphere', 'fresh'], ['lovely'], ['inexpensive'], ['good_atmosphere', 'delicious'], ['unlovely'], ['good_atmosphere'], ['good_atmosphere'], ['tasty', 'good_service'], ['lovely'], ['fresh'], ['delicious'], ['good_atmosphere'], ['lovely'], ['good_service'], ['delicious'], ['beautiful'], ['lovely'], ['lovely'], ['good_service'], ['delicious'], ['lovely'], ['delicious'], ['worth']]",0,0,True,True,,True,True,True,True
Brewginning (บิวกินนิ่ง),3.8,34,['Chang_Moi'],['bread'],07:00 - 19:00,,1,40,"[['fresh'], ['fragrant'], ['worth'], ['lovely'], ['delicious'], ['attentive'], ['lovely'], ['worth'], ['fragrant'], ['good_atmosphere'], ['fresh'], ['good_quality'], ['attentive'], ['good_atmosphere'], ['good_atmosphere'], ['attentive'], ['good_service'], ['lovely'], ['beautiful'], ['worth'], ['delicious'], ['lovely'], ['fresh'], ['good_atmosphere'], ['fresh'], ['good_atmosphere'], ['good_atmosphere', 'fresh', 'attentive'], ['attentive'], ['fresh'], ['fragrant'], ['fresh'], ['attentive'], ['delicious'], ['lovely'], ['good_atmosphere'], ['soft', 'fragrant'], ['fragrant'], ['delicious']]",25,172,True,True,,,,,
บ้านพายจริณ BAAN PIE CHARIN Cafe & Bistro (บ้านพายจริณ),4.1,26,"['Mae_Hia', 'Mueang_Chiang_Mai']","['roll', 'pie']",08:00 - 18:00,,2,40,"[['beautiful'], ['delicious'], ['delicious'], ['attentive'], ['delicious'], ['soft'], ['attentive'], ['delicious'], ['delicious'], ['attentive'], ['fragrant'], ['enjoyable'], ['good_service'], ['delicious'], ['good_atmosphere'], ['attentive'], ['attentive'], ['soft'], ['fragrant'], ['attentive'], ['delicious'], ['attentive'], ['delicious'], ['attentive'], ['fragrant'], ['delicious'], ['delicious'], ['fragrant'], ['delicious'], ['delicious'], ['delicious'], ['worth'], ['lovely'], ['delicious'], ['fragrant'], ['beautiful'], ['worth'], ['delicious', 'unlovely'], ['good_atmosphere'], ['fragrant'], ['good_atmosphere', 'worth'], ['good_service'], ['delicious'], ['attentive'], ['attentive'], ['good_service', 'good_quality'], ['good_atmosphere'], ['enjoyable'], ['fresh'], ['lovely'], ['delicious'], ['delicious'], ['delicious'], ['good_service'], ['delicious'], ['delicious'], ['attentive'], ['good_atmosphere'], ['delicious'], ['good_atmosphere', 'beautiful'], ['warm']]",12,105,True,True,True,False,,True,True
EVERGREEN CAFE & HOTEL (EVERGREEN.cafe.hotel),4.0,21,"['Mueang_Chiang_Mai', 'Suthep']",['No bakery related menu'],08:00 - 17:00,08:00 - 16:30,1,40,"[['beautiful'], ['enjoyable'], ['attentive'], ['fresh'], ['lovely'], ['attentive'], ['attentive'], ['delicious', 'fragrant'], ['enjoyable'], ['lovely'], ['worth'], ['unlovely'], ['good_service'], ['good_service'], ['lovely'], ['lovely'], ['good_service'], ['fragrant']]",0,0,False,True,True,False,True,True,True
Atlantis Valley,4.1,9,"['Huai_Kaew', 'Mae_On']",['cake'],08:30 - 17:30,,2,40,"[['good_atmosphere'], ['good_atmosphere'], ['delicious'], ['delicious'], ['delicious'], ['fragrant'], ['worth'], ['good_atmosphere'], ['worth'], ['attentive'], ['worth'], ['good_manner', 'good_service'], ['lovely'], ['good_atmosphere']]",6,40,True,True,False,False,,,True
Pakamon Factory (Pakamon Factory),4.1,91,"['Chang_Phueak', 'Mueang_Chiang_Mai']","['brownie', 'cheesecake', 'cupcake', 'cake']",09:00 - 18:00,09:30 - 17:30,2,150,"[['fresh'], ['unlovely'], ['good_service'], ['fragrant'], ['good_atmosphere', 'beautiful'], ['good_service'], ['attentive'], ['delicious'], ['good_service'], ['good_service'], ['attentive'], ['worth'], ['worth'], ['worth'], ['attentive'], ['delicious'], ['worth'], ['good_atmosphere'], ['good_atmosphere'], ['good_service'], ['delicious'], ['fragrant'], ['enjoyable'], ['lovely'], ['delicious'], ['good_atmosphere'], ['good_atmosphere', 'delicious'], ['good_atmosphere'], ['worth'], ['beautiful'], ['delicious'], ['attentive'], ['good_quality'], ['good_service'], ['delicious'], ['good_atmosphere'], ['good_service'], ['good_atmosphere'], ['fragrant'], ['good_atmosphere'], ['good_atmosphere', 'attentive'], ['attentive'], ['good_atmosphere'], ['good_atmosphere'], ['delicious'], ['worth'], ['good_atmosphere'], ['unlovely'], ['delicious'], ['delicious'], ['attentive'], ['good_atmosphere'], ['delicious'], ['delicious'], ['soft'], ['delicious']]",0,0,True,True,True,False,True,True,True
Grace the find bakery (เกรซ เดอะ ไฟน์ เบเกอรี่),4.3,17,"['Mae_Hia', 'Mueang_Chiang_Mai']",['croissant'],07:00 - 17:30,07:30 - 17:00,1,40,"[['soft'], ['attentive'], ['soft'], ['fragrant'], ['fresh'], ['soft'], ['delicious'], ['delicious'], ['fresh'], ['delicious'], ['good_atmosphere'], ['good_quality', 'inexpensive'], ['fragrant'], ['fresh'], ['good_quality'], ['worth'], ['delicious'], ['fragrant'], ['good_atmosphere'], ['good_service'], ['tasty'], ['worth'], ['fragrant'], ['delicious'], ['delicious'], ['delicious', 'fragrant'], ['delicious']]",0,0,True,True,True,False,True,True,True
LykeandLia (LykeandLia),3.4,8,"['Chang_Moi', 'Mueang_Chiang_Mai', 'Tha_Phae_Rd.']",['No bakery related menu'],09:00 - 21:00,09:00 - 21:00,1,,"[['delicious', 'inexpensive'], ['beautiful'], ['good_atmosphere'], ['beautiful'], ['attentive'], ['soft'], ['attentive'], ['delicious'], ['enjoyable'], ['beautiful'], ['worth'], ['delicious']]",0,0,,,,False,True,,
TOAST IT (โทสต์อิท),4.0,71,['Mueang_Chiang_Mai'],['No bakery related menu'],12:00 - 21:00,,2,40,"[['attentive'], ['delicious'], ['beautiful'], ['delicious'], ['fresh'], ['good_atmosphere', 'attentive'], ['attentive'], ['attentive'], ['delicious'], ['good_quality'], ['delicious'], ['lovely'], ['lovely'], ['good_atmosphere'], ['fragrant'], ['delicious', 'fragrant'], ['delicious'], ['fresh'], ['attentive'], ['worth'], ['attentive'], ['delicious'], ['attentive', 'warm', 'delicious', 'beautiful', 'fragrant'], ['attentive'], ['fragrant'], ['delicious'], ['beautiful'], ['delicious'], ['delicious'], ['good_service'], ['good_atmosphere'], ['attentive'], ['good_atmosphere', 'warm'], ['tasty'], ['worth'], ['attentive'], ['beautiful'], ['good_quality'], ['good_service'], ['soft'], ['attentive'], ['fragrant'], ['soft'], ['attentive'], ['delicious'], ['delicious'], ['delicious'], ['delicious'], ['attentive'], ['fragrant'], ['delicious'], ['not_tasty'], ['delicious'], ['delicious'], ['beautiful'], ['delicious'], ['lovely'], ['delicious'], ['beautiful'], ['soft'], ['worth'], ['delicious'], ['worth'], ['attentive', 'fragrant'], ['delicious', 'good_quality'], ['delicious'], ['good_service'], ['soft', 'fragrant'], ['soft'], ['good_manner', 'good_service'], ['warm'], ['worth'], ['fragrant'], ['soft'], ['fragrant'], ['delicious'], ['delicious'], ['warm', 'beautiful'], ['soft', 'fragrant'], ['beautiful'], ['warm', 'delicious', 'beautiful'], ['beautiful', 'good_service'], ['beautiful'], ['delicious'], ['lovely'], ['fragrant'], ['soft'], ['fragrant'], ['delicious'], ['fragrant'], ['fragrant'], ['delicious'], ['fragrant'], ['fragrant'], ['good_service'], ['good_service'], ['beautiful'], ['tasty', 'good_service'], ['soft'], ['soft', 'fragrant'], ['fresh'], ['delicious'], ['fragrant'], ['fresh'], ['good_service'], ['worth'], ['good_atmosphere'], ['fragrant'], ['beautiful'], ['delicious'], ['fragrant'], ['good_service'], ['beautiful'], ['attentive'], ['good_atmosphere'], ['good_atmosphere', 'lovely'], ['good_service'], ['attentive']]",37,232,True,True,True,False,True,True,True
Carp Cafe',3.6,55,['Other'],"['cheesecake', 'cake']",09:00 - 20:00,,3,40,"[['worth'], ['good_atmosphere'], ['lovely'], ['good_atmosphere'], ['good_quality'], ['good_quality'], ['delicious', 'lovely'], ['lovely'], ['good_atmosphere'], ['good_manner', 'good_service'], ['attentive'], ['unlovely'], ['fresh'], ['fresh'], ['fresh'], ['attentive', 'worth'], ['fresh'], ['attentive'], ['good_atmosphere'], ['fresh'], ['not_recommend'], ['beautiful'], ['delicious'], ['lovely'], ['lovely'], ['worth'], ['unlovely'], ['good_atmosphere'], ['lovely'], ['lovely'], ['lovely'], ['lovely'], ['worth'], ['good_atmosphere'], ['affordable'], ['fresh'], ['lovely'], ['beautiful'], ['enjoyable'], ['good_atmosphere'], ['good_atmosphere', 'lovely'], ['good_service'], ['good_atmosphere'], ['good_atmosphere'], ['good_atmosphere'], ['delicious'], ['attentive'], ['good_atmosphere'], ['good_service'], ['lovely'], ['good_atmosphere'], ['delicious'], ['good_atmosphere'], ['delicious'], ['good_atmosphere', 'lovely'], ['delicious'], ['lovely'], ['lovely'], ['good_atmosphere'], ['lovely'], ['enjoyable'], ['soft'], ['lovely'], ['fragrant'], ['good_atmosphere'], ['good_atmosphere'], ['delicious'], ['delicious'], ['good_service'], ['worth'], ['worth'], ['good_atmosphere'], ['lovely'], ['lovely'], ['authentic']]",23,112,True,,False,False,,True,True
Ausaa (อุษา),4.4,27,"['Mae_Rim', 'Chotana_Rd']","['tart', 'cake']",10:00 - 17:00,,1,10,"[['fresh', 'clean'], ['worth'], ['good_service'], ['beautiful'], ['delicious'], ['fresh'], ['beautiful'], ['worth'], ['delicious'], ['delicious'], ['delicious'], ['good_service'], ['beautiful'], ['beautiful'], ['attentive'], ['delicious'], ['delicious'], ['delicious'], ['delicious'], ['beautiful'], ['delicious'], ['clean'], ['warm'], ['fresh'], ['lovely'], ['worth'], ['warm'], ['beautiful'], ['attentive'], ['fresh'], ['worth'], ['good_quality'], ['fresh'], ['delicious'], ['beautiful'], ['warm'], ['delicious'], ['good_service'], ['good_service'], ['worth'], ['attentive'], ['worth'], ['worth'], ['lovely'], ['warm'], ['lovely'], ['attentive'], ['fresh'], ['beautiful'], ['lovely']]",9,207,True,True,False,False,,True,True
nuan cafe & bistro (นวล คาเฟ่&บิสโทร),3.6,26,['Prapokkloa_Rd'],['cake'],09:00 - 16:30,,1,40,"[['delicious'], ['good_atmosphere'], ['good_atmosphere'], ['delicious'], ['good_manner', 'good_service'], ['delicious'], ['delicious', 'soft', 'attentive'], ['delicious'], ['soft'], ['good_service'], ['good_atmosphere'], ['good_atmosphere'], ['fragrant'], ['delicious'], ['warm'], ['enjoyable'], ['fragrant'], ['good_atmosphere'], ['lovely'], ['beautiful'], ['attentive'], ['attentive'], ['beautiful'], ['warm'], ['good_atmosphere'], ['soft'], ['attentive'], ['delicious'], ['attentive'], ['delicious'], ['attentive'], ['worth', 'beautiful'], ['fresh'], ['lovely'], ['fragrant'], ['attentive'], ['beautiful', 'good_service'], ['worth'], ['beautiful'], ['delicious'], ['beautiful'], ['beautiful'], ['delicious'], ['delicious'], ['delicious'], ['delicious'], ['delicious'], ['good_service']]",0,0,True,True,False,False,True,True,True
Nana Bakery,3.9,40,"['Mueang_Chiang_Mai', 'Nong_Hoi']","['muffin', 'danish', 'croissant']",09:00 - 18:00,,1,40,"[['worth'], ['soft', 'fragrant'], ['attentive'], ['delicious'], ['attentive'], ['delicious'], ['worth'], ['delicious', 'attentive'], ['good_quality'], ['fragrant'], ['delicious'], ['good_atmosphere'], ['enjoyable'], ['worth'], ['attentive'], ['soft'], ['delicious'], ['attentive'], ['worth'], ['attentive'], ['fragrant'], ['soft'], ['delicious'], ['good_service'], ['worth'], ['soft'], ['delicious', 'good_service', 'attentive', 'worth'], ['lovely'], ['delicious'], ['delicious'], ['delicious', 'fragrant'], ['delicious'], ['delicious'], ['attentive', 'soft'], ['fragrant'], ['delicious'], ['good_manner', 'good_service'], ['good_manner', 'good_service'], ['fragrant'], ['fragrant'], ['delicious', 'fragrant'], ['fragrant'], ['fragrant'], ['delicious'], ['delicious'], ['fresh'], ['good_service'], ['fragrant'], ['delicious', 'fragrant'], ['soft'], ['worth'], ['fragrant'], ['delicious'], ['worth'], ['attentive'], ['attentive'], ['delicious'], ['attentive'], ['soft'], ['fragrant'], ['delicious'], ['delicious']]",18,171,True,,False,False,,True,True
กาแฟไปยาลใหญ่ (PAI YAN YAI COFFEE),3.8,66,['Nimmanhaemin'],['No bakery related menu'],08:00 - 20:00,,1,80,"[['delicious'], ['lovely'], ['good_service'], ['fresh'], ['fresh'], ['good_service'], ['clean'], ['good_quality'], ['worth'], ['good_service'], ['enjoyable'], ['inexpensive'], ['good_service'], ['fresh'], ['good_service'], ['delicious'], ['delicious'], ['fragrant'], ['delicious'], ['soft'], ['delicious'], ['worth'], ['fragrant'], ['delicious'], ['soft'], ['fresh'], ['fragrant'], ['fragrant'], ['fresh'], ['good_service'], ['good_service'], ['good_atmosphere'], ['beautiful'], ['good_atmosphere'], ['good_atmosphere'], ['delicious'], ['fresh'], ['attentive'], ['good_atmosphere'], ['lovely'], ['worth'], ['attentive'], ['delicious'], ['attentive'], ['fragrant'], ['beautiful'], ['fragrant'], ['fragrant'], ['delicious'], ['delicious'], ['beautiful'], ['worth'], ['beautiful'], ['good_atmosphere'], ['not_tasty'], ['fragrant'], ['unlovely'], ['fragrant'], ['good_atmosphere'], ['good_atmosphere'], ['soft'], ['fragrant'], ['good_service'], ['good_atmosphere'], ['beautiful'], ['tasty'], ['worth'], ['fragrant'], ['fragrant'], ['worth'], ['soft'], ['delicious'], ['tough'], ['fragrant'], ['not_fragrant'], ['not_recommend'], ['enjoyable'], ['good_service'], ['enjoyable'], ['lovely'], ['good_atmosphere', 'warm'], ['delicious'], ['fresh'], ['delicious'], ['delicious'], ['soft'], ['warm'], ['fresh'], ['attentive'], ['delicious'], ['beautiful'], ['beautiful'], ['beautiful'], ['beautiful'], ['good_atmosphere'], ['good_service'], ['fragrant'], ['delicious'], ['worth'], ['good_atmosphere', 'warm'], ['beautiful'], ['worth'], ['delicious'], ['delicious'], ['beautiful'], ['fragrant'], ['beautiful'], ['delicious'], ['lovely'], ['enjoyable'], ['delicious'], ['delicious'], ['good_service'], ['good_service'], ['good_atmosphere', 'lovely'], ['enjoyable'], ['good_service'], ['delicious']]",0,0,True,True,False,False,True,True,True
The Giant Chiang Mai Thailand (เดอะ ไจแอนท์),3.2,185,"['Huai_Kaew', 'Mae_On']",['cake'],08:30 - 17:00,,2,40,"[['lovely'], ['good_atmosphere'], ['worth'], ['lovely'], ['fragrant'], ['delicious'], ['lovely'], ['worth'], ['good_atmosphere'], ['lovely'], ['good_atmosphere'], ['good_atmosphere'], ['fragrant'], ['good_atmosphere'], ['good_atmosphere'], ['good_quality'], ['delicious'], ['enjoyable'], ['good_service'], ['inexpensive'], ['good_service'], ['good_service'], ['not_recommend'], ['good_service'], ['good_quality'], ['good_atmosphere'], ['worth'], ['lovely'], ['bad_service'], ['lovely'], ['worth'], ['delicious'], ['good_service'], ['good_service'], ['lovely'], ['lovely'], ['lovely'], ['inexpensive'], ['delicious'], ['lovely'], ['good_atmosphere'], ['good_atmosphere'], ['unlovely'], ['delicious'], ['fresh'], ['worth'], ['lovely'], ['lovely'], ['good_atmosphere'], ['fragrant'], ['attentive'], ['fragrant'], ['good_atmosphere'], ['lovely'], ['good_atmosphere'], ['good_service'], ['unlovely'], ['fragrant'], ['enjoyable'], ['good_atmosphere'], ['good_atmosphere'], ['lovely'], ['good_atmosphere'], ['good_service'], ['good_atmosphere', 'attentive'], ['lovely'], ['good_service'], ['worth'], ['worth', 'good_service'], ['lovely'], ['not_fragrant'], ['delicious'], ['good_service'], ['attentive'], ['good_atmosphere']]",88,969,True,False,False,False,,True,True
GRAPH CAFE (กราฟคาเฟ่),4.1,81,['Rajavithi_Rd'],['No bakery related menu'],09:00 - 17:00,,2,10,"[['fragrant'], ['soft'], ['delicious'], ['attentive'], ['fragrant'], ['worth'], ['warm'], ['lovely'], ['fresh'], ['worth'], ['fresh'], ['attentive'], ['fragrant'], ['attentive'], ['delicious'], ['attentive'], ['worth'], ['fresh'], ['worth'], ['attentive'], ['soft'], ['worth'], ['attentive'], ['fragrant'], ['delicious', 'attentive'], ['good_atmosphere'], ['attentive'], ['delicious'], ['good_atmosphere'], ['beautiful'], ['lovely'], ['delicious'], ['good_service'], ['tasty'], ['warm', 'beautiful'], ['lovely'], ['good_atmosphere'], ['attentive'], ['lovely'], ['soft'], ['fragrant'], ['delicious', 'fresh'], ['delicious', 'fragrant'], ['lovely'], ['soft', 'inexpensive'], ['worth'], ['soft', 'fragrant'], ['delicious'], ['unlovely'], ['delicious'], ['worth'], ['delicious'], ['soft'], ['attentive'], ['unlovely'], ['inexpensive'], ['attentive'], ['fresh'], ['fragrant'], ['soft'], ['fragrant'], ['attentive'], ['worth'], ['lovely'], ['fresh'], ['fragrant'], ['fresh'], ['fragrant'], ['attentive'], ['soft'], ['attentive'], ['lovely'], ['worth'], ['fresh'], ['tasty'], ['attentive'], ['soft'], ['lovely'], ['inexpensive']]",36,989,False,False,False,False,,,
Per La Mer Cafe (เป้อ หละ เหม้อ คาเฟ่),4.0,6,['Mae_Rim'],['No bakery related menu'],10:00 - 18:00,,2,,"[['good_atmosphere'], ['good_manner', 'good_service'], ['beautiful'], ['good_service'], ['good_service'], ['good_service'], ['good_service'], ['good_atmosphere'], ['fresh'], ['fresh'], ['attentive'], ['good_service'], ['worth']]",1,24,True,,,False,,,
